Material,ID,Configuration,Total energy [eV/atom],Band gap [eV],Volume [Å3/atom],# of ionic steps,Converged
NbN,13743,standard,-10.284,0.0,10.982,1.0,True
NbN,13743,fine_relax,-10.277,0.0,10.982,4.0,True
NbN,13743,static_lda,-11.581,0.0,10.478,1.0,True
NbN,676239,static,-10.276,0.0,10.908,1.0,True
NbN,676239,relaxation_lda,-11.59,0.0,10.369,3.0,True
NbN,676239,static_lda,-11.59,0.0,10.369,1.0,True
NbN,1243573,relaxation_0,-10.258,0.0,10.886,9.0,False
NbN,1243573,relaxation,-10.246,0.0,10.83,5.0,True
NbN,1243573,static,-10.246,0.0,10.83,1.0,True
NbN,19431,static,-10.245,0.0,10.814,1.0,True
NbN,19431,coarse_relax,-10.232,0.0,10.342,3.0,True
NbN,19431,standard,-10.245,0.0,10.806,1.0,True
NbN,19431,fine_relax,-10.237,0.0,10.806,8.0,True
NbN,19431,static_lda,-11.574,0.0,10.259,1.0,True
NbN,13638,standard,-10.081,0.0,10.964,1.0,True
NbN,13638,coarse_relax,-10.06,0.0,10.472,5.0,True
NbN,13638,fine_relax,-10.076,0.0,10.964,9.0,True
NbN,13638,static,-10.081,0.0,10.971,1.0,True
NbN,13638,static_lda,-11.4,0.0,10.42,1.0,True
NbN,1797,static,-10.079,0.0,10.901,1.0,True
NbN,1797,coarse_relax_1,-10.067,0.0,10.423,3.0,True
NbN,1797,standard_1,-10.078,0.0,10.88,1.0,True
NbN,1797,coarse_relax,-10.067,0.0,10.425,3.0,True
NbN,1797,standard,-10.078,0.0,10.88,1.0,True
NbN,1797,fine_relax_1,-10.07,0.0,10.898,4.0,True
NbN,1797,fine_relax,-10.07,0.0,10.88,4.0,True
NbN,1797,static_lda,-11.424,0.0,10.322,1.0,True
NbN,1104480,relaxation,-10.079,0.0,10.93,3.0,True
NbN,1104480,static,-10.079,0.0,10.93,1.0,True
NbN,326379,initialize,-6.739,0.0,20.623,1.0,True
NbN,326379,coarse_relax,-10.331,0.0,10.823,14.0,True
NbN,326379,fine_relax,-10.079,0.0,10.926,5.0,True
NbN,326379,standard,-10.078,0.0,10.926,1.0,True
NbN,326379,static,-10.078,0.0,10.926,1.0,True
NbN,326379,relaxation,-10.079,0.0,10.926,3.0,True
NbN,21329,static,-9.864,0.0,13.587,1.0,True
NbN,21329,coarse_relax,-9.878,0.0,12.982,3.0,True
NbN,21329,standard,-9.863,0.0,13.57,1.0,True
NbN,21329,fine_relax,-9.86,0.0,13.57,4.0,True
